item,itemLabel,position,positionLabel,startDate,endDate,source,sourceDate,psid
Q104416504,Maguy Rwakabuba,Q112223961,"Vice-ministre, Santé",2016-12-19,2017-05-09,https://fr.wikipedia.org/wiki/Gouvernement_Badibanga,2022-06-06,Q104416504-41759C53-020C-4466-A87D-98374D4CD4A8
Q104889315,Wivine Mumba Matipa,Q112221026,Portefeuille,2016-12-19,2019-01-23,https://fr.wikipedia.org/wiki/Gouvernement_Badibanga,2022-06-06,Q104889315-AA6962F7-6613-4182-B866-429B470B384A
Q106904729,Agée Matembo,Q112225261,"Vice-ministre, Environnement",2016-12-19,2017-05-09,https://fr.wikipedia.org/wiki/Gouvernement_Badibanga,2022-06-06,Q106904729-4BBD497A-E402-478B-84DE-C0950178E49C
Q106904741,Guy Mikulu Pombo,Q112221053,"Formation professionnelle, métiers et Artisanats",2016-12-19,2017-05-09,https://fr.wikipedia.org/wiki/Gouvernement_Badibanga,2022-06-06,Q106904741-0B741C09-1FA8-44FF-8057-EB28F73C35BA
Q106904837,Samy Adubango,Q112223985,"Vice-ministre, Transports et Voies de communication",2016-12-19,2017-05-09,https://fr.wikipedia.org/wiki/Gouvernement_Badibanga,2022-06-06,Q106904837-7E6AA8B7-201C-4CDC-86DD-5012436F2295
Q107187435,Arthur Sedea,Q112251767,"Vice-ministre, Travail et Prévoyance sociale",2016-12-19,2017-05-09,https://fr.wikipedia.org/wiki/Gouvernement_Badibanga,2022-06-06,Q107187435-C55E59CE-8530-460F-94B9-FCA2C96B6A63
Q107528370,Pierre Kangudia Mbayi,Q112220973,Budget,2016-12-19,2019-01-23,https://fr.wikipedia.org/wiki/Gouvernement_Badibanga,2022-06-06,Q107528370-0EE88948-0B5C-45AE-A14C-EBF7FCA21B95
Q108106499,Ami Ambatombe Nyongolo,Q112221031,"Postes, télécommunication et NTIC",2016-12-19,2017-05-09,https://fr.wikipedia.org/wiki/Gouvernement_Badibanga,2022-06-06,Q108106499-1C6659A3-28A1-4A99-85C1-85A65D5CF226
Q109044479,Martine Ntumba Bukasa,Q47532850,Développement rural,2016-12-19,2017-05-09,https://fr.wikipedia.org/wiki/Gouvernement_Badibanga,2022-06-06,Q109044479-3E3B1D14-C9DF-4BBB-87A5-CCACBC615968
Q110500625,Noël Botakile,Q112251828,"Vice-ministre, Agriculture",2016-12-19,2017-05-09,https://fr.wikipedia.org/wiki/Gouvernement_Badibanga,2022-06-06,Q110500625-98447567-E91A-4040-8864-598262D3CF5E
Q110770469,Maguy Kiala Bolenga,Q112221057,Jeunesse et Initiation à la nouvelle citoyenneté,2016-12-19,2019-01-23,https://fr.wikipedia.org/wiki/Gouvernement_Badibanga,2022-06-06,Q110770469-80D084F5-2694-4985-B049-EF0ECFE55102
Q112221923,André Moke Sanza,Q54437053,Tourisme,2016-12-19,2017-05-09,https://fr.wikipedia.org/wiki/Gouvernement_Badibanga,2022-06-06,Q112221923-50CF4C8A-4433-4028-AAC7-B539491F3ECE
Q112221925,Atis Kabongo Kalonji,Q112220998,Environnement et Développement durable,2016-12-19,2017-05-09,https://fr.wikipedia.org/wiki/Gouvernement_Badibanga,2022-06-06,Q112221925-345A64E6-F6A1-4D9C-A433-63DC88DFB581
Q112221929,Bamboka Lobendi,Q112221044,Recherche scientifique,2016-12-19,2017-05-09,https://fr.wikipedia.org/wiki/Gouvernement_Badibanga,2022-06-06,Q112221929-B31ADB34-8585-463E-99D5-432C8311EF08
Q112221939,Clément Kanku Bukasa,Q112220988,Coopération au développement,2016-12-19,2017-05-09,https://fr.wikipedia.org/wiki/Gouvernement_Badibanga,2022-06-06,Q112221939-90EF0404-2DBE-4674-BBF5-2B011ACCC13E
